quote_datetime,expiration,strike,underlying_bid,bid,ask,ticker
2026-04-16 14:58:25,2026-04-24,70000.0,74846.72,5201.847040000001,5351.54048,BTC
2026-04-16 14:58:25,2026-04-24,88000.0,74846.72,14.969344000000001,29.938688000000003,BTC
2026-04-16 14:58:25,2026-04-19,78000.0,74846.72,119.75475200000001,134.724096,BTC
2026-04-16 14:58:25,2026-05-08,76000.0,74846.72,2544.78848,2619.6352,BTC
2026-04-16 14:58:25,2026-05-29,59000.0,74846.72,16391.43168,16615.971840000002,BTC
2026-04-16 14:58:25,2026-04-17,63000.0,74846.72,11563.81824,13696.94976,BTC
2026-04-16 14:58:25,2027-03-26,68000.0,74846.72,17813.51936,18187.75296,BTC
2026-04-16 14:58:25,2026-04-24,83000.0,74846.72,89.816064,104.785408,BTC
2026-04-16 14:58:25,2026-04-18,69000.0,74846.72,5538.657279999999,8644.79616,BTC
2026-04-16 14:58:25,2027-03-26,140000.0,74846.72,1721.47456,1796.3212800000001,BTC
2026-04-16 14:58:25,2026-04-24,59000.0,74846.72,14520.26368,16166.89152,BTC
2026-04-16 14:58:25,2026-09-25,94000.0,74846.72,2993.8688,3068.71552,BTC
2026-04-16 14:58:25,2026-05-01,69000.0,74846.72,6361.971200000001,6811.05152,BTC
2026-04-16 14:58:25,2026-12-25,62000.0,74846.72,19235.60704,19647.264000000003,BTC
2026-04-16 14:58:25,2026-06-26,80000.0,74846.72,3555.2192,3630.06592,BTC
2026-04-16 14:58:25,2026-09-25,30000.0,74846.72,45319.68896000001,45469.3824,BTC
2026-04-16 14:58:25,2026-12-25,96000.0,74846.72,5089.57696,5201.847040000001,BTC
2026-04-16 14:58:25,2026-04-18,78000.0,74846.72,74.84672,89.816064,BTC
2026-04-16 14:58:25,2026-05-29,88000.0,74846.72,673.6204799999999,748.4672,BTC
2026-04-16 14:58:25,2026-06-26,58000.0,74846.72,17850.94272,18112.90624,BTC
2026-04-16 14:58:25,2026-09-25,170000.0,74846.72,59.877376000000005,89.816064,BTC
2026-04-16 14:58:25,2026-12-25,60000.0,74846.72,20582.848,20994.504960000002,BTC
2026-04-16 14:58:25,2026-06-26,50000.0,74846.72,25298.19136,25597.578240000003,BTC
2026-04-16 14:58:25,2026-12-25,68000.0,74846.72,15605.54112,15867.50464,BTC
2026-04-16 14:58:25,2026-04-19,77500.0,74846.72,172.147456,194.601472,BTC
2026-04-16 14:58:25,2026-06-26,250000.0,74846.72,7.484672000000001,22.454016,BTC
2026-04-16 14:58:25,2027-03-26,100000.0,74846.72,6324.54784,6511.66464,BTC
2026-04-16 14:58:25,2026-04-18,76500.0,74846.72,269.448192,291.902208,BTC
2026-04-16 14:58:25,2026-04-17,70000.0,74846.72,4790.19008,4977.30688,BTC
2026-04-16 14:58:25,2026-06-26,220000.0,74846.72,7.484672000000001,22.454016,BTC
2026-04-16 14:58:25,2026-06-26,40000.0,74846.72,35028.26496,35327.65184,BTC
2026-04-16 14:58:25,2026-06-26,90000.0,74846.72,1234.97088,1272.39424,BTC
2026-04-16 14:58:25,2026-06-26,130000.0,74846.72,29.938688000000003,52.392704,BTC
2026-04-16 14:58:25,2026-06-26,45000.0,74846.72,30125.8048,30425.19168,BTC
2026-04-16 14:58:25,2026-04-24,62000.0,74846.72,12836.212480000002,13060.752639999999,BTC
2026-04-16 14:58:25,2026-04-20,70000.0,74846.72,4603.07328,7260.13184,BTC
2026-04-16 14:58:25,2026-05-08,74000.0,74846.72,3555.2192,3630.06592,BTC
2026-04-16 14:58:25,2027-03-26,115000.0,74846.72,3817.18272,3966.87616,BTC
2026-04-16 14:58:25,2027-03-26,86000.0,74846.72,10066.88384,10291.424,BTC
2026-04-16 14:58:25,2026-04-24,84000.0,74846.72,59.877376000000005,74.84672,BTC
2026-04-16 14:58:25,2026-04-17,55000.0,74846.72,18038.05952,20470.577920000003,BTC
2026-04-16 14:58:25,2026-04-18,73000.0,74846.72,2020.86144,2282.82496,BTC
2026-04-16 14:58:25,2026-04-17,74000.0,74846.72,1085.27744,1197.54752,BTC
